,popularity
5794,45
5795,46
5796,43
5797,38
5798,43
5799,42
5800,13
5801,15
5802,51
5803,78
5804,48
5805,16
5806,18
5807,47
5808,49
5809,0
5810,0
5811,0
5812,35
5813,9
5814,0
5815,11
5816,37
5817,20
5818,15
5819,34
5820,2
5821,2
5822,16
5823,23
5824,62
5825,0
5826,36
5827,0
5828,19
5829,45
5830,0
5831,26
5832,36
5833,15
5834,3
5835,44
5836,67
5837,1
5838,36
5839,37
5840,44
5841,4
5842,68
5843,36
5844,9
5845,43
5846,1
5847,7
5848,10
5849,68
5850,33
5851,0
5852,24
5853,36
5854,44
5855,22
5856,41
5857,0
5858,3
5859,13
5860,15
5861,0
5862,41
5863,0
5864,24
5865,30
5866,33
5867,0
5868,2
5869,0
5870,13
5871,0
5872,35
5873,1
5874,42
5875,38
5876,0
5877,12
5878,24
5879,36
5880,0
5881,13
5882,3
5883,0
5884,0
5885,3
5886,0
5887,0
5888,38
5889,19
5890,71
5891,28
5892,0
5893,0
5894,38
5895,28
5896,0
5897,27
5898,36
5899,28
5900,28
5901,65
5902,44
5903,0
5904,0
5905,0
5906,34
5907,0
5908,15
5909,2
5910,1
5911,0
5912,47
5913,6
5914,64
5915,34
5916,27
5917,46
5918,0
5919,0
5920,2
5921,19
5922,37
5923,30
5924,0
5925,32
5926,42
5927,50
5928,3
5929,0
5930,14
5931,38
5932,31
5933,19
5934,11
5935,36
5936,14
5937,0
5938,64
5939,36
5940,0
5941,42
5942,44
5943,22
5944,32
5945,0
5946,40
5947,5
5948,0
5949,0
5950,48
5951,0
5952,17
5953,24
5954,33
5955,39
5956,0
5957,6
5958,31
5959,20
5960,48
5961,54
5962,0
5963,0
5964,16
5965,22
5966,0
5967,0
5968,0
5969,0
5970,1
5971,1
5972,27
5973,7
5974,3
5975,17
5976,53
5977,10
5978,6
5979,22
5980,17
5981,0
5982,29
5983,27
5984,13
5985,0
5986,24
5987,0
5988,2
5989,14
5990,34
5991,23
5992,0
5993,2
5994,36
5995,68
5996,0
5997,19
5998,54
5999,43
6000,13
6001,32
6002,32
6003,39
6004,16
6005,18
6006,15
6007,0
6008,14
6009,32
6010,3
6011,37
6012,37
6013,34
6014,16
6015,48
6016,44
6017,50
6018,54
6019,4
6020,5
6021,0
6022,52
6023,36
6024,3
6025,21
6026,41
6027,18
6028,21
6029,5
6030,14
6031,44
6032,60
6033,0
6034,37
6035,9
6036,0
6037,5
6038,0
6039,0
6040,48
6041,0
6042,1
6043,48
6044,41
6045,13
6046,21
6047,29
6048,34
6049,0
6050,0
6051,0
6052,0
6053,5
6054,7
6055,27
6056,0
6057,4
6058,8
6059,15
6060,13
6061,10
6062,0
6063,29
6064,0
6065,2
6066,0
6067,28
6068,65
6069,42
6070,1
6071,0
6072,4
6073,15
6074,9
6075,4
6076,74
6077,60
6078,8
6079,0
6080,0
6081,15
6082,54
6083,38
6084,4
6085,22
6086,22
6087,10
6088,0
6089,38
6090,50
6091,42
6092,22
6093,0
6094,0
6095,54
6096,0
6097,25
6098,46
6099,19
6100,0
6101,25
6102,0
6103,0
6104,41
6105,0
6106,0
6107,28
6108,47
6109,0
6110,36
6111,13
6112,8
6113,31
6114,0
6115,35
6116,20
6117,0
6118,4
6119,12
6120,21
6121,9
6122,10
6123,41
6124,42
6125,5
6126,31
6127,26
6128,0
6129,8
6130,41
6131,0
6132,0
6133,3
6134,26
6135,6
6136,11
6137,0
6138,32
6139,13
6140,28
6141,40
6142,21
6143,1
6144,33
6145,44
6146,16
6147,79
6148,25
6149,37
6150,0
6151,3
6152,11
6153,17
6154,20
6155,56
6156,0
6157,67
6158,4
6159,10
6160,52
6161,7
6162,16
6163,0
6164,16
6165,0
6166,66
6167,44
6168,66
6169,39
6170,46
6171,2
6172,14
6173,12
6174,51
6175,35
6176,4
6177,75
6178,56
6179,7
6180,50
6181,0
6182,0
6183,60
6184,0
6185,0
6186,22
6187,0
6188,0
6189,17
6190,77
6191,0
6192,6
6193,0
6194,27
6195,0
6196,43
6197,27
6198,7
6199,42
6200,23
6201,65
6202,59
6203,37
6204,0
6205,1
6206,41
6207,26
6208,34
6209,25
6210,12
6211,0
6212,31
6213,23
6214,20
6215,5
6216,0
6217,1
6218,3
6219,32
6220,45
6221,5
6222,0
6223,43
6224,0
6225,6
6226,3
6227,0
6228,32
6229,0
6230,5
6231,18
6232,0
6233,42
6234,29
6235,0
6236,36
6237,39
6238,33
6239,0
6240,18
6241,4
6242,32
6243,0
6244,12
6245,52
6246,28
6247,38
6248,40
6249,0
6250,0
6251,38
6252,74
6253,52
6254,35
6255,0
6256,33
6257,8
6258,39
6259,23
6260,49
6261,0
6262,0
6263,73
6264,6
6265,5
6266,3
6267,9
6268,20
6269,49
6270,44
6271,61
6272,46
6273,36
6274,2
6275,0
6276,24
6277,27
6278,20
6279,45
6280,64
6281,19
6282,0
6283,28
6284,29
6285,0
6286,88
6287,37
6288,32
6289,45
6290,14
6291,13
6292,18
6293,26
6294,1
6295,0
6296,6
6297,64
6298,0
6299,0
6300,39
6301,18
6302,45
6303,40
6304,31
6305,20
6306,7
6307,21
6308,30
6309,0
6310,34
6311,40
6312,37
6313,44
6314,0
6315,35
6316,40
6317,0
6318,0
6319,10
6320,0
6321,6
6322,16
6323,27
6324,7
6325,19
6326,37
6327,11
6328,1
6329,29
6330,30
6331,20
6332,0
6333,0
6334,0
6335,0
6336,75
6337,25
6338,53
6339,0
6340,24
6341,63
6342,76
6343,8
6344,2
6345,9
6346,29
6347,19
6348,29
6349,28
6350,1
6351,48
6352,12
6353,0
6354,28
6355,0
6356,49
6357,32
6358,0
6359,51
6360,12
6361,15
6362,26
6363,30
6364,30
6365,19
6366,35
6367,0
6368,0
6369,4
6370,56
6371,37
6372,25
6373,22
6374,0
6375,32
6376,6
6377,21
6378,7
6379,44
6380,0
6381,59
6382,70
6383,22
6384,0
6385,0
6386,6
6387,0
6388,0
6389,0
6390,0
6391,37
6392,0
6393,31
6394,14
6395,33
6396,2
6397,0
6398,21
6399,9
6400,0
6401,0
6402,36
6403,2
6404,40
6405,0
6406,6
6407,15
6408,51
6409,69
6410,21
6411,54
6412,0
6413,2
6414,40
6415,46
6416,0
6417,17
6418,18
6419,0
6420,48
6421,21
6422,5
6423,30
6424,15
6425,42
6426,43
6427,21
6428,57
6429,20
6430,35
6431,4
6432,68
6433,58
6434,41
6435,0
6436,76
6437,29
6438,16
6439,35
6440,0
6441,27
6442,11
6443,2
6444,0
6445,20
6446,40
6447,0
6448,0
6449,29
6450,11
6451,53
6452,0
6453,0
6454,0
6455,0
6456,43
6457,8
6458,68
6459,49
6460,38
6461,13
6462,46
6463,23
6464,16
6465,33
6466,76
6467,29
6468,0
6469,0
6470,25
6471,40
6472,0
6473,0
6474,76
6475,15
6476,76
6477,15
6478,39
6479,21
6480,41
6481,25
6482,28
6483,0
6484,41
6485,0
6486,0
6487,20
6488,25
6489,69
6490,0
6491,29
6492,55
6493,29
6494,16
6495,18
6496,8
6497,0
6498,29
6499,0
6500,52
6501,54
6502,0
6503,11
6504,0
6505,21
6506,46
6507,0
6508,50
6509,32
6510,0
6511,7
6512,80
6513,38
6514,22
6515,3
6516,28
6517,9
6518,13
6519,37
6520,30
6521,0
6522,71
6523,0
6524,2
6525,0
6526,47
6527,1
6528,19
6529,0
6530,3
6531,0
6532,53
6533,41
6534,39
6535,20
6536,0
6537,2
6538,48
6539,7
6540,34
6541,47
6542,0
6543,7
6544,39
6545,78
6546,5
6547,11
6548,57
6549,14
6550,32
6551,5
6552,0
6553,65
6554,0
6555,0
6556,0
6557,0
6558,31
6559,24
6560,14
6561,0
6562,0
6563,31
6564,29
6565,0
6566,0
6567,0
6568,0
6569,35
6570,13
6571,14
6572,42
6573,2
6574,57
6575,4
6576,37
6577,12
6578,29
6579,40
6580,13
6581,31
6582,32
6583,80
6584,25
6585,8
6586,11
6587,0
6588,7
6589,0
6590,0
6591,27
6592,20
6593,31
6594,21
6595,52
6596,0
6597,40
6598,22
6599,37
6600,0
6601,11
6602,24
6603,40
6604,0
6605,47
6606,25
6607,0
6608,5
6609,12
6610,33
6611,2
6612,39
6613,29
6614,4
6615,1
6616,0
6617,54
6618,0
6619,2
6620,0
6621,39
6622,14
6623,0
6624,24
6625,0
6626,0
6627,72
6628,74
6629,69
6630,30
6631,51
6632,0
6633,0
6634,34
6635,22
6636,49
6637,5
6638,0
6639,0
6640,41
6641,0
6642,18
6643,37
6644,0
6645,4
6646,1
6647,10
6648,1
6649,23
6650,1
6651,36
6652,30
6653,26
6654,0
6655,0
6656,0
6657,0
6658,0
6659,30
6660,24
6661,50
6662,0
6663,2
6664,33
6665,43
6666,28
6667,0
6668,31
6669,30
6670,0
6671,37
6672,0
6673,0
6674,30
6675,0
6676,56
6677,25
6678,27
6679,16
6680,39
6681,46
6682,34
6683,0
6684,26
6685,45
6686,0
6687,48
6688,61
6689,8
6690,56
6691,2
6692,59
6693,2
6694,4
6695,0
6696,39
6697,1
6698,32
6699,85
6700,38
6701,21
6702,18
6703,0
6704,0
6705,2
6706,27
6707,34
6708,42
6709,7
6710,35
6711,25
6712,31
6713,0
6714,0
6715,32
6716,10
6717,0
6718,66
6719,59
6720,0
6721,18
6722,0
6723,1
6724,0
6725,0
6726,22
6727,28
6728,20
6729,45
6730,0
6731,1
6732,22
6733,66
6734,43
6735,35
6736,40
6737,77
6738,3
6739,5
6740,42
6741,37
6742,0
6743,24
6744,36
6745,0
6746,55
6747,14
6748,55
6749,11
6750,0
6751,0
6752,12
6753,28
6754,0
6755,0
6756,52
6757,0
6758,45
6759,15
6760,38
6761,9
6762,27
6763,10
6764,40
6765,0
6766,29
6767,44
6768,24
6769,0
6770,21
6771,1
6772,38
6773,16
6774,0
6775,71
6776,31
6777,0
6778,72
6779,42
6780,6
6781,33
6782,7
6783,0
6784,9
6785,5
6786,1
6787,32
6788,11
6789,0
6790,11
6791,4
6792,7
6793,3
6794,9
6795,10
6796,28
6797,0
6798,12
6799,48
6800,49
6801,30
6802,15
6803,33
6804,56
6805,62
6806,41
6807,9
6808,0
6809,49
6810,20
6811,56
6812,16
6813,0
6814,32
6815,21
6816,32
6817,3
6818,76
6819,0
6820,2
6821,11
6822,12
6823,30
6824,13
6825,43
6826,62
6827,18
6828,23
6829,21
6830,0
6831,0
6832,22
6833,0
6834,51
6835,55
6836,22
6837,40
6838,46
6839,31
6840,7
6841,51
6842,0
6843,0
6844,35
6845,83
6846,17
6847,0
6848,0
6849,2
6850,34
6851,38
6852,8
6853,14
6854,30
6855,10
6856,9
6857,23
6858,28
6859,41
6860,33
6861,28
6862,20
6863,2
6864,8
6865,0
6866,53
6867,11
6868,1
6869,22
6870,4
6871,0
6872,10
6873,6
6874,20
6875,16
6876,0
6877,19
6878,37
6879,42
6880,42
6881,3
6882,0
6883,12
6884,17
6885,32
6886,29
6887,13
6888,23
6889,0
6890,0
6891,45
6892,65
6893,26
6894,9
6895,55
6896,3
6897,2
6898,6
6899,55
6900,2
6901,19
6902,14
6903,1
6904,20
6905,31
6906,43
6907,55
6908,7
6909,40
6910,3
6911,12
6912,1
6913,29
6914,24
6915,48
6916,1
6917,0
6918,26
6919,21
6920,0
6921,0
6922,59
6923,0
6924,5
6925,10
6926,0
6927,41
6928,66
6929,13
6930,22
6931,10
6932,6
6933,0
6934,30
6935,0
6936,34
6937,9
6938,28
6939,0
6940,0
6941,0
6942,13
6943,45
6944,77
6945,0
6946,0
6947,25
6948,42
6949,41
6950,56
6951,26
6952,31
6953,0
6954,0
6955,13
6956,1
6957,0
6958,28
6959,2
6960,23
6961,2
6962,2
6963,25
6964,0
6965,0
6966,32
6967,39
6968,4
6969,18
6970,0
6971,41
6972,43
6973,35
6974,52
6975,4
6976,57
6977,1
6978,17
6979,36
6980,5
6981,0
6982,34
6983,30
6984,0
6985,43
6986,47
6987,8
6988,21
6989,0
6990,0
6991,28
6992,0
6993,50
6994,0
6995,0
6996,39
6997,10
6998,30
6999,0
7000,56
7001,16
7002,24
7003,32
7004,11
7005,29
7006,39
7007,14
7008,38
7009,0
7010,35
7011,2
7012,3
7013,3
7014,40
7015,39
7016,46
7017,41
7018,31
7019,3
7020,74
7021,0
7022,21
7023,0
7024,35
7025,11
7026,0
7027,0
7028,9
7029,18
7030,38
7031,51
7032,0
7033,54
7034,1
7035,23
7036,16
7037,60
7038,5
7039,42
7040,0
7041,36
7042,0
7043,47
7044,52
7045,0
7046,28
7047,6
7048,0
7049,0
7050,0
7051,6
7052,44
7053,0
7054,74
7055,28
7056,0
7057,23
7058,24
7059,26
7060,49
7061,0
7062,63
7063,8
7064,36
7065,18
7066,13
7067,14
7068,32
7069,4
7070,0
7071,17
7072,27
7073,4
7074,0
7075,0
7076,0
7077,0
7078,70
7079,41
7080,1
7081,26
7082,8
7083,17
7084,42
7085,9
7086,0
7087,45
7088,5
7089,0
7090,19
7091,0
7092,31
7093,14
7094,0
7095,23
7096,19
7097,11
7098,3
7099,0
7100,5
7101,3
7102,0
7103,4
7104,22
7105,0
7106,3
7107,45
7108,9
7109,16
7110,6
7111,30
7112,53
7113,8
7114,0
7115,43
7116,44
7117,36
7118,45
7119,6
7120,41
7121,0
7122,66
7123,49
7124,58
7125,41
7126,44
7127,22
7128,0
7129,24
7130,18
7131,6
7132,0
7133,32
7134,21
7135,43
7136,46
7137,4
7138,0
7139,0
7140,46
7141,30
7142,0
7143,24
7144,0
7145,3
7146,23
7147,25
7148,43
7149,0
7150,2
7151,4
7152,0
7153,26
7154,61
7155,0
7156,5
7157,10
7158,0
7159,21
7160,48
7161,0
7162,33
7163,25
7164,7
7165,21
7166,19
7167,71
7168,6
7169,24
7170,1
7171,0
7172,0
7173,0
7174,0
7175,38
7176,24
7177,0
7178,0
7179,18
7180,6
7181,24
7182,49
7183,17
7184,0
7185,0
7186,2
7187,47
7188,14
7189,8
7190,0
7191,19
7192,31
7193,27
7194,0
7195,53
7196,0
7197,0
7198,22
7199,8
7200,43
7201,41
7202,4
7203,10
7204,28
7205,16
7206,63
7207,29
7208,5
7209,17
7210,15
7211,8
7212,13
7213,5
7214,1
7215,16
7216,6
7217,0
7218,25
7219,51
7220,0
7221,0
7222,59
7223,23
7224,15
7225,0
7226,52
7227,5
7228,0
7229,28
7230,38
7231,55
7232,2
7233,9
7234,35
7235,18
7236,1
7237,0
7238,0
7239,51
7240,24
7241,3
7242,0
7243,0
7244,3
7245,0
7246,43
7247,35
7248,3
7249,25
7250,6
7251,29
7252,21
7253,0
7254,44
7255,41
7256,52
7257,47
7258,44
7259,64
7260,0
7261,47
7262,0
7263,3
7264,2
7265,22
7266,30
7267,20
7268,38
7269,31
7270,17
7271,19
7272,0
7273,54
7274,0
7275,0
7276,19
7277,0
7278,5
7279,64
7280,4
7281,16
7282,0
7283,4
7284,56
7285,84
7286,2
7287,17
7288,45
7289,1
7290,0
7291,25
7292,0
7293,0
7294,0
7295,3
7296,54
7297,31
7298,26
7299,35
7300,10
7301,0
7302,29
7303,44
7304,49
7305,25
7306,0
7307,0
7308,43
7309,16
7310,6
7311,35
7312,0
7313,0
7314,0
7315,4
7316,20
7317,16
7318,15
7319,18
7320,34
7321,44
7322,4
7323,36
7324,9
7325,2
7326,27
7327,35
7328,62
7329,52
7330,0
7331,8
7332,0
7333,24
7334,0
7335,36
7336,0
7337,65
7338,0
7339,0
7340,53
7341,0
7342,54
7343,0
7344,0
7345,4
7346,15
7347,0
7348,0
7349,54
7350,55
7351,0
7352,39
7353,32
7354,2
7355,11
7356,0
7357,15
7358,72
7359,43
7360,0
7361,39
7362,0
7363,32
7364,57
7365,4
7366,43
7367,3
7368,0
7369,16
7370,0
7371,56
7372,35
7373,20
7374,0
7375,38
7376,49
7377,37
7378,10
7379,52
7380,36
7381,29
7382,0
7383,0
7384,25
7385,16
7386,10
7387,36
7388,25
7389,0
7390,2
7391,0
7392,8
7393,0
7394,43
7395,50
7396,49
7397,13
7398,42
7399,0
7400,2
7401,0
7402,48
7403,17
7404,12
7405,56
7406,30
7407,9
7408,0
7409,0
7410,15
7411,0
7412,25
7413,5
7414,4
7415,0
7416,0
7417,80
7418,1
7419,33
7420,36
7421,0
7422,25
7423,14
7424,57
7425,52
7426,9
7427,0
7428,50
7429,0
7430,32
7431,9
7432,42
7433,0
7434,0
7435,45
7436,32
7437,12
7438,16
7439,21
7440,0
7441,24
7442,21
7443,36
7444,21
7445,24
7446,39
7447,21
7448,0
7449,0
7450,0
7451,33
7452,34
7453,51
7454,16
7455,0
7456,2
7457,12
7458,65
7459,77
7460,15
7461,55
7462,7
7463,0
7464,65
7465,49
7466,6
7467,15
7468,1
7469,0
7470,58
7471,19
7472,23
7473,1
7474,0
7475,12
7476,0
7477,36
7478,22
7479,0
7480,8
7481,73
7482,0
7483,5
7484,36
7485,37
7486,0
7487,22
7488,22
7489,0
7490,5
7491,4
7492,45
7493,24
7494,18
7495,0
7496,11
7497,46
7498,26
7499,49
7500,61
7501,40
7502,0
7503,22
7504,53
7505,6
7506,31
7507,40
7508,13
7509,42
7510,24
7511,22
7512,9
7513,12
7514,0
7515,17
7516,8
7517,1
7518,21
7519,0
7520,33
7521,35
7522,61
7523,22
7524,20
7525,2
7526,3
7527,0
7528,18
7529,30
7530,18
7531,14
7532,0
7533,10
7534,4
7535,36
7536,30
7537,7
7538,0
7539,0
7540,20
7541,0
7542,2
7543,31
7544,12
7545,3
7546,34
7547,6
7548,0
7549,1
7550,10
7551,0
7552,8
7553,40
7554,0
7555,5
7556,0
7557,13
7558,59
7559,45
7560,0
7561,4
7562,35
7563,0
7564,17
7565,15
7566,19
7567,0
7568,3
7569,0
7570,43
7571,38
7572,0
7573,0
7574,23
7575,2
7576,44
7577,0
7578,52
7579,43
7580,56
7581,49
7582,5
7583,11
7584,0
7585,0
7586,2
7587,45
7588,26
7589,0
7590,27
7591,66
7592,27
7593,26
7594,59
7595,29
7596,0
7597,49
7598,35
7599,3
7600,55
7601,23
7602,21
7603,25
7604,24
7605,20
7606,32
7607,5
7608,17
7609,14
7610,0
7611,42
7612,47
7613,0
7614,13
7615,57
7616,42
7617,0
7618,3
7619,3
7620,0
7621,44
7622,2
7623,4
7624,23
7625,35
7626,0
7627,27
7628,42
7629,0
7630,15
7631,30
7632,5
7633,13
7634,0
7635,0
7636,24
7637,0
7638,33
7639,40
7640,9
7641,31
7642,18
7643,8
7644,14
7645,0
7646,27
7647,3
7648,37
7649,0
7650,0
7651,53
7652,0
7653,77
7654,32
7655,30
7656,12
7657,42
7658,0
7659,34
7660,36
7661,0
7662,36
7663,5
7664,0
7665,53
7666,33
7667,0
7668,3
7669,0
7670,3
7671,0
7672,65
7673,0
7674,51
7675,0
7676,22
7677,47
7678,35
7679,50
7680,32
7681,74
7682,0
7683,62
7684,31
7685,45
7686,65
7687,80
7688,48
7689,40
7690,42
7691,33
7692,2
7693,7
7694,57
7695,0
7696,18
7697,3
7698,0
7699,45
7700,40
7701,26
7702,35
7703,35
7704,40
7705,4
7706,2
7707,6
7708,25
7709,49
7710,0
7711,52
7712,28
7713,0
7714,0
7715,0
7716,18
7717,0
7718,33
7719,2
7720,0
7721,57
7722,36
7723,31
7724,0
7725,41
7726,19
7727,11
7728,19
7729,4
7730,41
7731,1
7732,23
7733,0
7734,56
7735,41
7736,0
7737,37
7738,3
7739,13
7740,8
7741,5
7742,22
7743,20
7744,3
7745,0
7746,36
7747,28
7748,12
7749,0
7750,0
7751,32
7752,38
7753,0
7754,12
7755,41
7756,3
7757,0
7758,40
7759,1
7760,37
7761,0
7762,55
7763,27
7764,0
7765,36
7766,18
7767,5
7768,1
7769,33
7770,0
7771,8
7772,0
7773,0
7774,47
7775,33
7776,11
7777,0
7778,11
7779,10
7780,0
7781,23
7782,59
7783,20
7784,27
7785,14
7786,33
7787,44
7788,8
7789,39
7790,51
7791,50
7792,8
7793,0
7794,38
7795,0
7796,26
7797,25
7798,79
7799,22
7800,0
7801,0
7802,47
7803,2
7804,46
7805,23
7806,64
7807,0
7808,54
7809,30
7810,0
7811,23
7812,35
7813,0
7814,53
7815,14
7816,2
7817,5
7818,10
7819,37
7820,25
7821,0
7822,25
7823,25
7824,8
7825,68
7826,62
7827,5
7828,23
7829,16
7830,15
7831,35
7832,45
7833,24
7834,0
7835,55
7836,12
7837,0
7838,16
7839,0
7840,1
7841,50
7842,11
7843,25
7844,5
7845,2
7846,17
7847,30
7848,0
7849,57
7850,0
7851,7
7852,1
7853,30
7854,41
7855,33
7856,5
7857,45
7858,9
7859,3
7860,0
7861,46
7862,52
7863,70
7864,65
7865,27
7866,0
7867,33
7868,39
7869,45
7870,29
7871,17
7872,19
7873,11
7874,0
7875,62
7876,50
7877,40
7878,46
7879,62
7880,77
7881,1
7882,0
7883,7
7884,0
7885,63
7886,0
7887,31
7888,0
7889,10
7890,0
7891,13
7892,0
7893,18
7894,3
7895,37
7896,57
7897,0
7898,16
7899,44
7900,28
7901,7
7902,39
7903,0
7904,16
7905,29
7906,28
7907,21
7908,56
7909,52
7910,14
7911,14
7912,0
7913,37
7914,55
7915,44
7916,31
7917,0
7918,56
7919,22
7920,54
7921,7
7922,3
7923,13
7924,30
7925,43
7926,24
7927,27
7928,13
7929,15
7930,35
7931,0
7932,80
7933,18
7934,18
7935,32
7936,0
7937,31
7938,0
7939,21
7940,0
7941,0
7942,48
7943,8
7944,39
7945,46
7946,44
7947,47
7948,18
7949,0
7950,0
7951,16
7952,24
7953,1
7954,3
7955,18
7956,3
7957,47
7958,43
7959,21
7960,35
7961,3
7962,0
7963,51
7964,48
7965,48
7966,4
7967,15
7968,10
7969,0
7970,1
7971,63
7972,1
7973,62
7974,0
7975,68
7976,34
7977,60
7978,43
7979,13
7980,19
7981,50
7982,76
7983,6
7984,0
7985,37
7986,0
7987,63
7988,5
7989,0
7990,29
7991,55
7992,35
7993,0
7994,40
7995,36
7996,25
7997,41
7998,38
7999,12
8000,23
8001,32
8002,24
8003,26
8004,55
8005,24
8006,52
8007,0
8008,0
8009,0
8010,44
8011,47
8012,5
8013,24
8014,25
8015,10
8016,27
8017,30
8018,0
8019,29
8020,37
8021,48
8022,0
8023,50
8024,29
8025,12
8026,10
8027,1
8028,10
8029,3
8030,54
8031,40
8032,41
8033,0
8034,36
8035,32
8036,15
8037,57
8038,0
8039,33
8040,0
8041,31
8042,30
8043,37
8044,50
8045,0
8046,0
8047,0
8048,20
8049,2
8050,66
8051,5
8052,20
8053,47
8054,46
8055,28
8056,0
8057,8
8058,56
8059,51
8060,0
8061,0
8062,0
8063,0
8064,18
8065,0
8066,62
8067,58
8068,0
8069,50
8070,24
8071,9
8072,23
8073,12
8074,5
8075,0
8076,2
8077,65
8078,82
8079,5
8080,0
8081,0
8082,16
8083,37
8084,37
8085,29
8086,19
8087,51
8088,20
8089,0
8090,9
8091,10
8092,5
8093,6
8094,4
8095,0
8096,4
8097,0
8098,4
8099,20
8100,0
8101,40
8102,29
8103,0
8104,50
8105,1
8106,58
8107,0
8108,2
8109,4
8110,0
8111,43
8112,8
8113,14
8114,14
8115,30
8116,27
8117,50
8118,9
8119,0
8120,47
8121,23
8122,73
8123,26
8124,14
8125,0
8126,0
8127,1
8128,52
8129,37
8130,36
8131,9
8132,0
8133,19
8134,38
8135,0
8136,3
8137,9
8138,31
8139,0
8140,10
8141,3
8142,0
8143,50
8144,16
8145,47
8146,14
8147,24
8148,0
8149,32
8150,44
8151,43
8152,30
8153,41
8154,41
8155,78
8156,63
8157,73
8158,59
8159,17
8160,5
8161,36
8162,1
8163,0
8164,29
8165,58
8166,25
8167,12
8168,0
8169,60
8170,24
8171,0
8172,0
8173,3
8174,52
8175,1
8176,16
8177,9
8178,0
8179,2
8180,13
8181,14
8182,33
8183,61
8184,0
8185,0
8186,19
8187,9
8188,0
8189,3
8190,45
8191,27
8192,0
8193,15
8194,14
8195,4
8196,1
8197,17
8198,0
8199,40
8200,69
8201,0
8202,50
8203,54
8204,8
8205,19
8206,46
8207,75
8208,22
8209,25
8210,3
8211,11
8212,3
8213,22
8214,13
8215,0
8216,24
8217,0
8218,0
8219,41
8220,49
8221,0
8222,16
8223,42
8224,36
8225,12
8226,65
8227,75
8228,47
8229,0
8230,26
8231,23
8232,0
8233,28
8234,3
8235,20
8236,27
8237,61
8238,0
8239,0
8240,13
8241,14
8242,22
8243,0
8244,49
8245,0
8246,0
8247,12
8248,25
8249,40
8250,0
8251,27
8252,0
8253,17
8254,6
8255,19
8256,0
8257,0
8258,0
8259,45
8260,6
8261,0
8262,7
8263,36
8264,63
8265,36
8266,58
8267,28
8268,8
8269,47
8270,47
8271,28
8272,25
8273,69
8274,0
8275,25
8276,0
8277,0
8278,19
8279,0
8280,2
8281,9
8282,32
8283,49
8284,28
8285,51
8286,38
8287,19
8288,48
8289,0
8290,8
8291,14
8292,44
8293,65
8294,0
8295,0
8296,0
8297,0
8298,27
8299,0
8300,52
8301,26
8302,7
8303,14
8304,9
8305,0
8306,66
8307,35
8308,40
8309,31
8310,49
8311,11
8312,11
8313,26
8314,30
8315,0
8316,49
8317,54
8318,71
8319,0
8320,18
8321,21
8322,0
8323,35
8324,63
8325,34
8326,42
8327,0
8328,0
8329,13
8330,2
8331,30
8332,0
8333,11
8334,64
8335,32
8336,12
8337,36
8338,28
8339,10
8340,25
8341,27
8342,0
8343,46
8344,19
8345,37
8346,50
8347,51
8348,0
8349,25
8350,0
8351,43
8352,16
8353,55
8354,14
8355,23
8356,8
8357,42
8358,31
8359,54
8360,69
8361,13
8362,4
8363,7
8364,0
8365,16
8366,0
8367,1
8368,16
8369,79
8370,11
8371,21
8372,31
8373,19
8374,51
8375,0
8376,0
8377,61
8378,2
8379,18
8380,54
8381,0
8382,24
8383,18
8384,55
8385,37
8386,39
8387,33
8388,41
8389,46
8390,0
8391,40
8392,8
8393,19
8394,7
8395,0
8396,32
8397,1
8398,38
8399,0
8400,57
8401,36
8402,1
8403,53
8404,35
8405,0
8406,4
8407,0
8408,3
8409,36
8410,14
8411,0
8412,0
8413,29
8414,23
8415,8
8416,0
8417,12
8418,53
8419,0
8420,55
8421,11
8422,6
8423,34
8424,29
8425,0
8426,0
8427,23
8428,24
8429,0
8430,0
8431,0
8432,24
8433,31
8434,46
8435,0
8436,32
8437,4
8438,24
8439,32
8440,58
8441,0
8442,20
8443,0
8444,0
8445,0
8446,0
8447,11
8448,11
8449,12
8450,43
8451,26
8452,63
8453,32
8454,0
8455,59
8456,23
8457,7
8458,5
8459,45
8460,3
8461,46
8462,13
8463,0
8464,0
8465,33
8466,44
8467,50
8468,44
8469,14
8470,0
8471,0
8472,20
8473,54
8474,12
8475,0
8476,3
8477,62
8478,3
8479,6
8480,36
8481,14
8482,31
8483,76
8484,14
8485,6
8486,55
8487,16
8488,0
8489,15
8490,13
8491,20
8492,42
8493,42
8494,33
8495,26
8496,49
8497,48
8498,18
8499,21
8500,47
8501,0
8502,21
8503,0
8504,0
8505,0
8506,0
8507,16
8508,11
8509,0
8510,30
8511,46
8512,14
8513,16
8514,27
8515,28
8516,74
8517,66
8518,0
8519,4
8520,40
8521,31
8522,15
8523,56
8524,61
8525,1
8526,37
8527,21
8528,42
8529,45
8530,15
8531,0
8532,38
8533,31
8534,40
8535,36
8536,4
8537,16
8538,57
8539,0
8540,29
8541,9
8542,13
8543,17
8544,29
8545,0
8546,43
8547,53
8548,33
8549,39
8550,5
8551,0
8552,49
8553,36
8554,0
8555,43
8556,27
8557,30
8558,1
8559,0
8560,64
8561,39
8562,2
8563,8
8564,41
8565,52
8566,69
8567,66
8568,25
8569,0
8570,0
8571,28
8572,33
8573,3
8574,36
8575,32
8576,69
8577,0
8578,0
8579,35
8580,52
8581,23
8582,0
8583,0
8584,47
8585,26
8586,28
8587,2
8588,21
8589,19
8590,14
8591,42
8592,29
